0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
0.00,0.00,na,rgx:(?:[a-z0-9!#$%&'*+\/=?^_`{|},
