0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
0.00,0.00,na,rgx:^[0-9A-Za-z]{6:16}$,
