Date,failure_prob,topicid18_Power_preprocessed_Trend,topicid18_Voltage_preprocessed_Trend,topicid18_Current_preprocessed_Trend
03/02/2025,1,0,-1.1975631620442933,0
03/02/2025,1,0,-2.1281671711320413,0
03/02/2025,1,0,-0.384378674429235,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.310588850796588,0
03/02/2025,1,0,-5.040733473022321,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.0150916484053694,0
03/02/2025,1,0,-2.2785718378166546,0
03/02/2025,1,0,-2.1180489659977724,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.548686005875104,0
03/02/2025,1,0,-2.194942047530885,0
03/02/2025,1,0,-2.532182256654799,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.549028043669026,0
03/02/2025,1,0,-5.070713970539227,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.591272328493297,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.384378674429235,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.4851050293012444,0
03/02/2025,1,0,-1.4589654370638776,0
03/02/2025,1,0,-2.1821313974408048,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.1975631620442933,0
03/02/2025,1,0,-0.20482905066537338,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.280313568485858,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.376144505682136,0
03/02/2025,1,0,-2.14565626411331,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.5198162603397876,0
03/02/2025,1,0,-3.280313568485858,0
03/02/2025,1,0,-0.20482905066537338,0
03/02/2025,1,0,-2.6615850873876363,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.280313568485858,0
03/02/2025,1,0,-2.3987574202352198,0
03/02/2025,1,0,-0.1824038702418127,0
03/02/2025,1,0,-5.1253606311552025,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.591272328493297,0
03/02/2025,1,0,-3.0907236387172947,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.808896677361121,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.5045162887734964,0
03/02/2025,1,0,-1.237248689191083,0
03/02/2025,1,0,-1.237248689191083,0
03/02/2025,1,0,-4.911857735334696,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.2454651112667907,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.317254153158143,0
03/02/2025,0,0,0,0
