Date,failure_prob,topicid56_Power_preprocessed_Trend,topicid56_Voltage_preprocessed_Trend,topicid56_Current_preprocessed_Trend
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.5444271456266154,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.484662509343767,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.16696490323421,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.4405992447589675,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.656224486499201,0
03/02/2025,1,0,-2.3050817122150953,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.963479500437879,0
03/02/2025,1,0,-2.12900633611123,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.167242546556853,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.4245936683717986,0
03/02/2025,1,0,-0.17351363065479752,0
03/02/2025,1,0,-6.991923164275546,0
03/02/2025,1,0,-2.8694741075781067,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.950275853175242,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.978023237785731,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.2674969545566164,0
03/02/2025,1,0,-3.70719898909924,0
03/02/2025,1,0,-9.384125499849862,0
03/02/2025,1,0,-3.9415530198412068,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.9532612327938397,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.70719898909924,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.245477626498687,0
03/02/2025,1,0,-6.413511969578236,0
03/02/2025,1,0,-0.47442805751837547,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.991923164275546,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.107545589654718,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.354475379458071,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.245477626498687,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.800603661759116,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.8657058445349115,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.217742956096005,0
03/02/2025,1,0,-6.898374812025096,0
03/02/2025,1,0,-6.484662509343767,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.712495103699155,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.217742956096005,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.721640845089523,0
03/02/2025,1,0,-8.265731319842166,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.003311535335744,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.656224486499201,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.978023237785731,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.12900633611123,0
03/02/2025,1,0,-11.509535083116896,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.675871405288522,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.800603661759116,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.384125499849862,0
03/02/2025,1,0,-9.384125499849862,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.4405992447589675,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.265731319842166,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.413511969578236,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.4405992447589675,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.70719898909924,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.47442805751837547,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.484662509343767,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.3050817122150953,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.675871405288522,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.3050817122150953,0
03/02/2025,1,0,-7.8657058445349115,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.656224486499201,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.003311535335744,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.413511969578236,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.950275853175242,0
03/02/2025,1,0,-2.8694741075781067,0
03/02/2025,1,0,-1.107545589654718,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.384125499849862,0
03/02/2025,1,0,-6.167242546556853,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.384125499849862,0
03/02/2025,1,0,-10.721640845089523,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
